Timestamp,Temperature (°C),Humidity (%),Wind Speed (m/s),Weather Code,"Weather Description_Mainly clear, partly cloudy, and overcast","Weather Description_Rain showers: Slight, moderate, and violent",Weather Description_Thunderstorm with slight and heavy hail,Weather Description_Thunderstorm: Slight or moderate,CO,Weather
2024-12-28 08:36:21,28.1,84.0,9.2,3,1,0,0,0,401.2907304211109,Clear
2024-12-28 08:42:40,28.1,84.0,9.2,3,1,0,0,0,401.3497954202627,Clear
2024-12-28 08:48:16,28.1,84.0,9.2,3,1,0,0,0,401.7125704102242,Clear
2024-12-28 08:54:58,28.1,84.0,9.2,3,1,0,0,0,402.7482128663437,Clear
2024-12-28 09:00:25,28.6,80.0,10.8,3,1,0,0,0,402.6902665277344,Clear
2024-12-28 09:06:43,28.6,80.0,10.8,3,1,0,0,0,400.7121873081879,Clear
2024-12-28 09:12:06,28.6,80.0,10.8,3,1,0,0,0,401.7605119237957,Clear
2024-12-28 09:18:41,28.6,80.0,10.8,3,1,0,0,0,401.1163814890467,Clear
2024-12-28 09:24:56,28.6,80.0,10.8,3,1,0,0,0,402.6451673480593,Clear
2024-12-28 09:30:25,28.6,80.0,10.8,3,1,0,0,0,400.4043287791813,Clear
2024-12-28 09:36:24,28.6,80.0,10.8,3,1,0,0,0,402.4832710790528,Clear
2024-12-28 09:42:09,28.6,80.0,10.8,3,1,0,0,0,401.8854482580095,Clear
2024-12-28 09:48:58,28.6,80.0,10.8,3,1,0,0,0,401.6254498588941,Clear
2024-12-28 09:54:44,28.6,80.0,10.8,3,1,0,0,0,400.835627257057,Clear
2024-12-28 10:00:18,29.2,78.0,12.1,3,1,0,0,0,402.03359119201315,Clear
2024-12-28 10:06:10,29.2,78.0,12.1,3,1,0,0,0,400.38965898690446,Clear
2024-12-28 10:12:12,29.2,78.0,12.1,3,1,0,0,0,401.6940555453548,Clear
2024-12-28 10:18:52,29.2,78.0,12.1,3,1,0,0,0,401.63263316017606,Clear
2024-12-28 10:24:07,29.2,78.0,12.1,3,1,0,0,0,400.45095024387143,Clear
2024-12-28 10:30:39,29.2,78.0,12.1,3,1,0,0,0,401.16730620243527,Clear
2024-12-28 10:36:03,29.2,78.0,12.1,3,1,0,0,0,404.69664008197174,Clear
2024-12-28 10:42:46,29.2,78.0,12.1,3,1,0,0,0,400.71189685939123,Clear
2024-12-28 10:48:30,29.2,78.0,12.1,3,1,0,0,0,401.23363253211505,Clear
2024-12-28 10:54:27,29.2,78.0,12.1,3,1,0,0,0,402.09993530334714,Clear
2024-12-28 11:00:10,29.8,78.0,11.8,3,1,0,0,0,400.1562348859423,Clear
2024-12-28 11:06:42,29.8,78.0,11.8,3,1,0,0,0,403.1645096906916,Clear
2024-12-28 11:12:00,29.8,78.0,11.8,3,1,0,0,0,401.56735476988865,Clear
2024-12-28 11:18:48,29.8,78.0,11.8,3,1,0,0,0,401.2942113460388,Clear
2024-12-28 11:24:46,29.8,78.0,11.8,3,1,0,0,0,402.33122820784087,Clear
